record_id,date,ceo_id,first_name,last_name,date_of_birth,total_revenue,total_expenses,state,postal_codes,compani_name,industry,email
327,2018-03-31,1010,David,Duncan,1984-04-23,492.94,210.0,Texas,14681,"Johnson, Olson and Smith",Education,david.duncan@Johnson.edu
1007,2020-11-30,1028,Mary,Rodriguez,1953-02-10,491.35,199.0,Texas,10926,Newton PLC,Education,mary.rodriguez@Newton.edu
1088,2018-08-31,1031,Melissa,Smith,1946-04-06,500.07,186.0,California,10101,Harrison Group,Education,melissa.smith@Harrison.edu
1039,2020-07-31,1029,Melissa,Kelley,1982-09-22,497.97,199.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
1733,2018-05-31,1049,Tyler,Jones,1949-12-23,515.7,205.0,California,90548,Cooper Inc,Education,tyler.jones@Cooper.edu
1658,2018-02-28,1047,Tonya,Bell,1969-05-15,506.15,203.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
894,2020-06-30,1025,Kristin,Bennett,1971-01-29,504.8,209.0,Pennsylvania,13089,Mack-Bridges,IT,kristin.bennett@Mack.io
60,2019-12-31,1002,Ashley,Blanchard,1949-04-10,508.85,187.0,New Yoke,10464,Davis LLC,Education,ashley.blanchard@Davis.edu
14,2019-02-28,1001,Alexandra,Taylor,1954-07-27,496.16,192.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
1791,2020-03-31,1050,Vincent,Jimenez,1979-04-14,509.3,198.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
950,2019-02-28,1027,Mary,Wong,1989-07-22,488.66,191.0,Florida,13932,"Castillo, Ramirez and Mitchell",Oil and Gas,mary.wong@Castillo.net
388,2020-04-30,1011,David,Chavez,1976-03-17,498.25,198.0,Texas,13706,Glenn-Vincent,Retail,david.chavez@Glenn.io
525,2019-09-30,1015,Jacqueline,Sanford,1959-08-25,509.67,213.0,New Yoke,11712,Smith Ltd,Retail,jacqueline.sanford@Smith.net
1089,2018-09-30,1031,Melissa,Smith,1946-04-06,502.76,195.0,California,10101,Harrison Group,Education,melissa.smith@Harrison.edu
27,2020-03-31,1001,Alexandra,Taylor,1954-07-27,498.77,196.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
1236,2018-12-31,1035,Natalie,Dunn,1982-10-06,500.23,184.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
605,2020-05-31,1017,Jesse,Boyd,1980-12-11,485.39,189.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
1331,2020-11-30,1037,Renee,Fleming,1991-11-02,503.07,197.0,Florida,10751,"Franklin, Mcconnell and Ortega",IT,renee.fleming@Franklin.com
323,2020-11-30,1009,Darrell,Ford,1976-12-07,502.83,201.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
1080,2020-12-31,1030,Melissa,Ryan,1982-02-09,508.61,211.0,Pennsylvania,14417,"Morton, Carr and Howell",Oil and Gas,melissa.ryan@Morton.com
1723,2020-07-31,1048,Tyler,Kelley,1982-09-23,506.34,196.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
1653,2020-09-30,1046,Tim,Beasley,1950-08-16,486.1,199.0,New Yoke,90626,Ross PLC,IT,tim.beasley@Ross.io
868,2018-04-30,1025,Kristin,Bennett,1971-01-29,497.4,200.0,Pennsylvania,13089,Mack-Bridges,IT,kristin.bennett@Mack.io
1423,2019-07-31,1040,Sara,Ellis,1976-08-19,507.75,192.0,Florida,93757,Riley-Warren,Retail,sara.ellis@Riley.net
1028,2019-08-31,1029,Melissa,Kelley,1982-09-22,520.3,205.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
443,2018-11-30,1013,Fred,Green,1963-01-19,488.4,193.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
1743,2019-03-31,1049,Tyler,Jones,1949-12-23,496.28,206.0,California,90548,Cooper Inc,Education,tyler.jones@Cooper.edu
296,2018-08-31,1009,Darrell,Ford,1976-12-07,497.03,202.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
556,2019-04-30,1016,James,Ward,1970-01-10,510.33,212.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
257,2018-05-31,1008,Christopher,Perez,1960-11-07,520.51,203.0,Florida,11858,Wood Group,Oil and Gas,christopher.perez@Wood.io
562,2019-10-31,1016,James,Ward,1970-01-10,498.6,203.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
832,2018-04-30,1024,Kimberly,Joseph,1993-11-25,505.72,207.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1006,2020-10-31,1028,Mary,Rodriguez,1953-02-10,491.29,204.0,Texas,10926,Newton PLC,Education,mary.rodriguez@Newton.edu
1465,2020-01-31,1041,Sarah,James,1971-05-10,506.45,197.0,New Yoke,93122,Cook-Riddle,Oil and Gas,sarah.james@Cook.net
882,2019-06-30,1025,Kristin,Bennett,1971-01-29,510.51,192.0,Pennsylvania,13089,Mack-Bridges,IT,kristin.bennett@Mack.io
1015,2018-07-31,1029,Melissa,Kelley,1982-09-22,515.67,199.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
308,2019-08-31,1009,Darrell,Ford,1976-12-07,493.05,203.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
73,2018-01-31,1003,Brenda,Young,1961-08-14,501.6,197.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
258,2018-06-30,1008,Christopher,Perez,1960-11-07,505.86,199.0,Florida,11858,Wood Group,Oil and Gas,christopher.perez@Wood.io
1212,2019-12-31,1034,Michele,Rice,1981-06-02,493.13,197.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
3,2018-03-31,1001,Alexandra,Taylor,1954-07-27,494.72,185.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
1635,2019-03-31,1046,Tim,Beasley,1950-08-16,492.52,199.0,New Yoke,90626,Ross PLC,IT,tim.beasley@Ross.io
1396,2020-04-30,1039,Samantha,Clark,1959-09-15,489.02,210.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
1770,2018-06-30,1050,Vincent,Jimenez,1979-04-14,495.83,200.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
682,2020-10-31,1019,Joel,Byrd,1991-07-04,490.04,194.0,California,10355,"Williams, Woodard and Martinez",IT,joel.byrd@Williams.io
974,2018-02-28,1028,Mary,Rodriguez,1953-02-10,477.02,205.0,Texas,10926,Newton PLC,Education,mary.rodriguez@Newton.edu
368,2018-08-31,1011,David,Chavez,1976-03-17,472.17,210.0,Texas,13706,Glenn-Vincent,Retail,david.chavez@Glenn.io
1549,2018-01-31,1044,Theresa,Ortiz,1973-03-24,500.79,205.0,Pennsylvania,93347,Meyer-Miles,Financial,theresa.ortiz@Meyer.net
696,2018-12-31,1020,John,Bullock,1994-08-12,498.68,201.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
931,2020-07-31,1026,Marcus,Burgess,1996-04-12,516.32,198.0,New Yoke,11661,"Knox, Keller and Reynolds",Financial,marcus.burgess@Knox.com
1355,2019-11-30,1038,Ricky,Fowler,1988-12-10,486.89,210.0,Texas,95239,"Fisher, Webster and Garcia",Education,ricky.fowler@Fisher.edu
1140,2019-12-31,1032,Michael,Jones,1950-09-11,508.63,201.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
481,2019-01-31,1014,Isaiah,Rodriguez,1952-09-11,505.15,205.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
559,2019-07-31,1016,James,Ward,1970-01-10,491.3,202.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
972,2020-12-31,1027,Mary,Wong,1989-07-22,499.8,199.0,Florida,13932,"Castillo, Ramirez and Mitchell",Oil and Gas,mary.wong@Castillo.net
1317,2019-09-30,1037,Renee,Fleming,1991-11-02,508.3,211.0,Florida,10751,"Franklin, Mcconnell and Ortega",IT,renee.fleming@Franklin.com
911,2018-11-30,1026,Marcus,Burgess,1996-04-12,511.61,198.0,New Yoke,11661,"Knox, Keller and Reynolds",Financial,marcus.burgess@Knox.com
1127,2018-11-30,1032,Michael,Jones,1950-09-11,498.79,203.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
587,2018-11-30,1017,Jesse,Boyd,1980-12-11,517.46,204.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
118,2018-10-31,1004,Brian,Young,1961-06-28,483.84,193.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
1222,2020-10-31,1034,Michele,Rice,1981-06-02,508.86,201.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
1401,2020-09-30,1039,Samantha,Clark,1959-09-15,501.89,196.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
1201,2019-01-31,1034,Michele,Rice,1981-06-02,494.61,195.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
684,2020-12-31,1019,Joel,Byrd,1991-07-04,525.06,203.0,California,10355,"Williams, Woodard and Martinez",IT,joel.byrd@Williams.io
1496,2019-08-31,1042,Tammy,Fowler,1988-12-09,501.97,184.0,Florida,95239,"Rodriguez, Figueroa and Sanchez",Financial,tammy.fowler@Rodriguez.net
6,2018-06-30,1001,Alexandra,Taylor,1954-07-27,476.98,194.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
1795,2020-07-31,1050,Vincent,Jimenez,1979-04-14,497.84,192.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
468,2020-12-31,1013,Fred,Green,1963-01-19,517.65,192.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
1384,2019-04-30,1039,Samantha,Clark,1959-09-15,504.07,216.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
1519,2018-07-31,1043,Taylor,Johnson,1948-01-19,481.96,201.0,Pennsylvania,90316,Mitchell and Sons,IT,taylor.johnson@Mitchell.com
1373,2018-05-31,1039,Samantha,Clark,1959-09-15,507.21,197.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
844,2019-04-30,1024,Kimberly,Joseph,1993-11-25,485.3,195.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
447,2019-03-31,1013,Fred,Green,1963-01-19,491.49,198.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
137,2020-05-31,1004,Brian,Young,1961-06-28,505.21,190.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
12,2018-12-31,1001,Alexandra,Taylor,1954-07-27,479.4,216.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
1732,2018-04-30,1049,Tyler,Jones,1949-12-23,510.41,204.0,California,90548,Cooper Inc,Education,tyler.jones@Cooper.edu
1271,2018-11-30,1036,Rachel,Murphy,1967-10-17,487.99,198.0,California,12693,Brown-Smith,Education,rachel.murphy@Brown.edu
333,2018-09-30,1010,David,Duncan,1984-04-23,490.03,205.0,Texas,14681,"Johnson, Olson and Smith",Education,david.duncan@Johnson.edu
879,2019-03-31,1025,Kristin,Bennett,1971-01-29,501.65,202.0,Pennsylvania,13089,Mack-Bridges,IT,kristin.bennett@Mack.io
953,2019-05-31,1027,Mary,Wong,1989-07-22,504.35,197.0,Florida,13932,"Castillo, Ramirez and Mitchell",Oil and Gas,mary.wong@Castillo.net
778,2019-10-31,1022,Karen,Mullen,1954-12-23,490.66,202.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
606,2020-06-30,1017,Jesse,Boyd,1980-12-11,494.84,182.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
570,2020-06-30,1016,James,Ward,1970-01-10,500.82,199.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
1564,2019-04-30,1044,Theresa,Ortiz,1973-03-24,495.79,195.0,Pennsylvania,93347,Meyer-Miles,Financial,theresa.ortiz@Meyer.net
1312,2019-04-30,1037,Renee,Fleming,1991-11-02,514.62,202.0,Florida,10751,"Franklin, Mcconnell and Ortega",IT,renee.fleming@Franklin.com
1244,2019-08-31,1035,Natalie,Dunn,1982-10-06,492.54,204.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
1728,2020-12-31,1048,Tyler,Kelley,1982-09-23,507.38,184.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
55,2019-07-31,1002,Ashley,Blanchard,1949-04-10,497.91,203.0,New Yoke,10464,Davis LLC,Education,ashley.blanchard@Davis.edu
1132,2019-04-30,1032,Michael,Jones,1950-09-11,498.14,204.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
234,2019-06-30,1007,Christopher,Nguyen,1967-06-18,517.92,195.0,Pennsylvania,12653,Gould-Foster,Retail,christopher.nguyen@Gould.io
1588,2018-04-30,1045,Tiffany,Nelson,1963-12-05,492.37,205.0,Florida,92228,Butler-Scott,Education,tiffany.nelson@Butler.edu
85,2019-01-31,1003,Brenda,Young,1961-08-14,501.98,197.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
643,2020-07-31,1018,Jessica,White,1957-10-05,489.03,196.0,California,11485,Martinez Group,IT,jessica.white@Martinez.net
416,2019-08-31,1012,David,Wells,1977-09-20,482.22,198.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
1017,2018-09-30,1029,Melissa,Kelley,1982-09-22,505.59,202.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
65,2020-05-31,1002,Ashley,Blanchard,1949-04-10,504.89,186.0,New Yoke,10464,Davis LLC,Education,ashley.blanchard@Davis.edu
1463,2019-11-30,1041,Sarah,James,1971-05-10,491.58,198.0,New Yoke,93122,Cook-Riddle,Oil and Gas,sarah.james@Cook.net
1055,2018-11-30,1030,Melissa,Ryan,1982-02-09,508.52,210.0,Pennsylvania,14417,"Morton, Carr and Howell",Oil and Gas,melissa.ryan@Morton.com
188,2018-08-31,1006,Chad,Leon,1984-06-22,502.41,198.0,California,14701,"Short, Washington and Green",Education,chad.leon@Short.edu
757,2018-01-31,1022,Karen,Mullen,1954-12-23,490.49,203.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
1235,2018-11-30,1035,Natalie,Dunn,1982-10-06,513.13,202.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
152,2018-08-31,1005,Brittany,Dean,1987-10-25,475.65,200.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
833,2018-05-31,1024,Kimberly,Joseph,1993-11-25,499.63,199.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1381,2019-01-31,1039,Samantha,Clark,1959-09-15,503.04,208.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
1158,2018-06-30,1033,Michael,Hudson,1984-03-27,500.99,195.0,Pennsylvania,14673,"Jackson, Hall and Pittman",Oil and Gas,michael.hudson@Jackson.com
389,2020-05-31,1011,David,Chavez,1976-03-17,490.66,192.0,Texas,13706,Glenn-Vincent,Retail,david.chavez@Glenn.io
138,2020-06-30,1004,Brian,Young,1961-06-28,488.56,206.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
733,2019-01-31,1021,Joseph,Martin,1956-08-25,533.21,203.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
173,2020-05-31,1005,Brittany,Dean,1987-10-25,525.28,203.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
1508,2020-08-31,1042,Tammy,Fowler,1988-12-09,485.68,205.0,Florida,95239,"Rodriguez, Figueroa and Sanchez",Financial,tammy.fowler@Rodriguez.net
532,2020-04-30,1015,Jacqueline,Sanford,1959-08-25,491.94,193.0,New Yoke,11712,Smith Ltd,Retail,jacqueline.sanford@Smith.net
1799,2020-11-30,1050,Vincent,Jimenez,1979-04-14,507.64,203.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
767,2018-11-30,1022,Karen,Mullen,1954-12-23,504.97,197.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
457,2020-01-31,1013,Fred,Green,1963-01-19,491.78,192.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
737,2019-05-31,1021,Joseph,Martin,1956-08-25,504.36,190.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
1180,2020-04-30,1033,Michael,Hudson,1984-03-27,502.16,204.0,Pennsylvania,14673,"Jackson, Hall and Pittman",Oil and Gas,michael.hudson@Jackson.com
1405,2018-01-31,1040,Sara,Ellis,1976-08-19,509.28,188.0,Florida,93757,Riley-Warren,Retail,sara.ellis@Riley.net
1736,2018-08-31,1049,Tyler,Jones,1949-12-23,508.04,202.0,California,90548,Cooper Inc,Education,tyler.jones@Cooper.edu
596,2019-08-31,1017,Jesse,Boyd,1980-12-11,514.54,197.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
1618,2020-10-31,1045,Tiffany,Nelson,1963-12-05,491.1,202.0,Florida,92228,Butler-Scott,Education,tiffany.nelson@Butler.edu
1239,2019-03-31,1035,Natalie,Dunn,1982-10-06,505.28,192.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
375,2019-03-31,1011,David,Chavez,1976-03-17,518.35,206.0,Texas,13706,Glenn-Vincent,Retail,david.chavez@Glenn.io
1632,2018-12-31,1046,Tim,Beasley,1950-08-16,495.57,202.0,New Yoke,90626,Ross PLC,IT,tim.beasley@Ross.io
2,2018-02-28,1001,Alexandra,Taylor,1954-07-27,493.88,200.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
711,2020-03-31,1020,John,Bullock,1994-08-12,494.08,197.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
939,2018-03-31,1027,Mary,Wong,1989-07-22,509.26,200.0,Florida,13932,"Castillo, Ramirez and Mitchell",Oil and Gas,mary.wong@Castillo.net
1617,2020-09-30,1045,Tiffany,Nelson,1963-12-05,474.6,210.0,Florida,92228,Butler-Scott,Education,tiffany.nelson@Butler.edu
1783,2019-07-31,1050,Vincent,Jimenez,1979-04-14,508.4,202.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
672,2019-12-31,1019,Joel,Byrd,1991-07-04,500.9,209.0,California,10355,"Williams, Woodard and Martinez",IT,joel.byrd@Williams.io
33,2020-09-30,1001,Alexandra,Taylor,1954-07-27,493.13,183.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
239,2019-11-30,1007,Christopher,Nguyen,1967-06-18,483.26,188.0,Pennsylvania,12653,Gould-Foster,Retail,christopher.nguyen@Gould.io
128,2019-08-31,1004,Brian,Young,1961-06-28,503.38,193.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
355,2020-07-31,1010,David,Duncan,1984-04-23,492.99,210.0,Texas,14681,"Johnson, Olson and Smith",Education,david.duncan@Johnson.edu
165,2019-09-30,1005,Brittany,Dean,1987-10-25,504.95,201.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
1210,2019-10-31,1034,Michele,Rice,1981-06-02,519.29,200.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
494,2020-02-29,1014,Isaiah,Rodriguez,1952-09-11,504.52,208.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
474,2018-06-30,1014,Isaiah,Rodriguez,1952-09-11,518.66,198.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
1687,2020-07-31,1047,Tonya,Bell,1969-05-15,489.1,202.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
1229,2018-05-31,1035,Natalie,Dunn,1982-10-06,503.09,209.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
1786,2019-10-31,1050,Vincent,Jimenez,1979-04-14,506.37,213.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
90,2019-06-30,1003,Brenda,Young,1961-08-14,511.29,202.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
1161,2018-09-30,1033,Michael,Hudson,1984-03-27,491.84,198.0,Pennsylvania,14673,"Jackson, Hall and Pittman",Oil and Gas,michael.hudson@Jackson.com
98,2020-02-29,1003,Brenda,Young,1961-08-14,500.44,198.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
1025,2019-05-31,1029,Melissa,Kelley,1982-09-22,506.79,205.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
1479,2018-03-31,1042,Tammy,Fowler,1988-12-09,517.17,201.0,Florida,95239,"Rodriguez, Figueroa and Sanchez",Financial,tammy.fowler@Rodriguez.net
451,2019-07-31,1013,Fred,Green,1963-01-19,494.68,216.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
552,2018-12-31,1016,James,Ward,1970-01-10,484.9,201.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
1105,2020-01-31,1031,Melissa,Smith,1946-04-06,503.55,200.0,California,10101,Harrison Group,Education,melissa.smith@Harrison.edu
219,2018-03-31,1007,Christopher,Nguyen,1967-06-18,514.08,204.0,Pennsylvania,12653,Gould-Foster,Retail,christopher.nguyen@Gould.io
179,2020-11-30,1005,Brittany,Dean,1987-10-25,506.8,196.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
435,2018-03-31,1013,Fred,Green,1963-01-19,511.47,200.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
569,2020-05-31,1016,James,Ward,1970-01-10,486.01,191.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
1421,2019-05-31,1040,Sara,Ellis,1976-08-19,513.73,196.0,Florida,93757,Riley-Warren,Retail,sara.ellis@Riley.net
743,2019-11-30,1021,Joseph,Martin,1956-08-25,484.43,203.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
1149,2020-09-30,1032,Michael,Jones,1950-09-11,491.72,196.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
485,2019-05-31,1014,Isaiah,Rodriguez,1952-09-11,514.61,191.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
1335,2018-03-31,1038,Ricky,Fowler,1988-12-10,503.39,203.0,Texas,95239,"Fisher, Webster and Garcia",Education,ricky.fowler@Fisher.edu
1787,2019-11-30,1050,Vincent,Jimenez,1979-04-14,503.79,211.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
439,2018-07-31,1013,Fred,Green,1963-01-19,508.09,213.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
782,2020-02-29,1022,Karen,Mullen,1954-12-23,488.93,196.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
550,2018-10-31,1016,James,Ward,1970-01-10,488.45,187.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
855,2020-03-31,1024,Kimberly,Joseph,1993-11-25,506.73,212.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1603,2019-07-31,1045,Tiffany,Nelson,1963-12-05,493.02,199.0,Florida,92228,Butler-Scott,Education,tiffany.nelson@Butler.edu
784,2020-04-30,1022,Karen,Mullen,1954-12-23,505.05,193.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
1299,2018-03-31,1037,Renee,Fleming,1991-11-02,503.33,203.0,Florida,10751,"Franklin, Mcconnell and Ortega",IT,renee.fleming@Franklin.com
1096,2019-04-30,1031,Melissa,Smith,1946-04-06,496.45,195.0,California,10101,Harrison Group,Education,melissa.smith@Harrison.edu
1245,2019-09-30,1035,Natalie,Dunn,1982-10-06,518.72,203.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
1009,2018-01-31,1029,Melissa,Kelley,1982-09-22,505.62,202.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
1146,2020-06-30,1032,Michael,Jones,1950-09-11,505.58,206.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
1491,2019-03-31,1042,Tammy,Fowler,1988-12-09,483.8,199.0,Florida,95239,"Rodriguez, Figueroa and Sanchez",Financial,tammy.fowler@Rodriguez.net
675,2020-03-31,1019,Joel,Byrd,1991-07-04,491.01,196.0,California,10355,"Williams, Woodard and Martinez",IT,joel.byrd@Williams.io
1716,2019-12-31,1048,Tyler,Kelley,1982-09-23,487.74,202.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
688,2018-04-30,1020,John,Bullock,1994-08-12,506.27,196.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
1785,2019-09-30,1050,Vincent,Jimenez,1979-04-14,501.86,196.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
1512,2020-12-31,1042,Tammy,Fowler,1988-12-09,505.49,202.0,Florida,95239,"Rodriguez, Figueroa and Sanchez",Financial,tammy.fowler@Rodriguez.net
819,2020-03-31,1023,Kenneth,Buckley,1965-02-25,496.74,194.0,Florida,12375,Stafford-Miller,Oil and Gas,kenneth.buckley@Stafford.com
754,2020-10-31,1021,Joseph,Martin,1956-08-25,495.61,191.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
122,2019-02-28,1004,Brian,Young,1961-06-28,492.25,203.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
701,2019-05-31,1020,John,Bullock,1994-08-12,492.09,211.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
878,2019-02-28,1025,Kristin,Bennett,1971-01-29,492.63,193.0,Pennsylvania,13089,Mack-Bridges,IT,kristin.bennett@Mack.io
1767,2018-03-31,1050,Vincent,Jimenez,1979-04-14,485.75,205.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
1042,2020-10-31,1029,Melissa,Kelley,1982-09-22,506.02,201.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
1694,2018-02-28,1048,Tyler,Kelley,1982-09-23,491.74,187.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
580,2018-04-30,1017,Jesse,Boyd,1980-12-11,511.01,206.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
857,2020-05-31,1024,Kimberly,Joseph,1993-11-25,510.06,185.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1243,2019-07-31,1035,Natalie,Dunn,1982-10-06,507.18,204.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
39,2018-03-31,1002,Ashley,Blanchard,1949-04-10,516.6,200.0,New Yoke,10464,Davis LLC,Education,ashley.blanchard@Davis.edu
32,2020-08-31,1001,Alexandra,Taylor,1954-07-27,496.03,216.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
1266,2018-06-30,1036,Rachel,Murphy,1967-10-17,497.07,197.0,California,12693,Brown-Smith,Education,rachel.murphy@Brown.edu
